# T_int  log_g  S  T_eff
6.00000000e+02 4.40000000e+00 7.75390000e+00 6.00000000e+02
7.00000000e+02 2.80000000e+00 8.85010000e+00 7.00000000e+02
7.00000000e+02 3.00000000e+00 8.72830000e+00 7.00000000e+02
7.00000000e+02 3.20000000e+00 8.61410000e+00 7.00000000e+02
7.00000000e+02 3.40000000e+00 8.49180000e+00 7.00000000e+02
7.00000000e+02 3.60000000e+00 8.38220000e+00 7.00000000e+02
7.00000000e+02 3.80000000e+00 8.26460000e+00 7.00000000e+02
7.00000000e+02 4.00000000e+00 8.14960000e+00 7.00000000e+02
7.00000000e+02 4.20000000e+00 8.03060000e+00 7.00000000e+02
7.00000000e+02 4.40000000e+00 7.91950000e+00 7.00000000e+02
8.00000000e+02 2.80000000e+00 9.00530000e+00 8.00000000e+02
8.00000000e+02 3.00000000e+00 8.87570000e+00 8.00000000e+02
8.00000000e+02 3.20000000e+00 8.76800000e+00 8.00000000e+02
8.00000000e+02 3.40000000e+00 8.65370000e+00 8.00000000e+02
8.00000000e+02 3.60000000e+00 8.52270000e+00 8.00000000e+02
8.00000000e+02 3.80000000e+00 8.40220000e+00 8.00000000e+02
8.00000000e+02 4.00000000e+00 8.29490000e+00 8.00000000e+02
8.00000000e+02 4.20000000e+00 8.18060000e+00 8.00000000e+02
8.00000000e+02 4.40000000e+00 8.06440000e+00 8.00000000e+02
9.00000000e+02 2.80000000e+00 9.16180000e+00 9.00000000e+02
9.00000000e+02 3.00000000e+00 9.04690000e+00 9.00000000e+02
9.00000000e+02 3.20000000e+00 8.93120000e+00 9.00000000e+02
9.00000000e+02 3.40000000e+00 8.79140000e+00 9.00000000e+02
9.00000000e+02 3.60000000e+00 8.66260000e+00 9.00000000e+02
9.00000000e+02 3.80000000e+00 8.55300000e+00 9.00000000e+02
9.00000000e+02 4.00000000e+00 8.43560000e+00 9.00000000e+02
9.00000000e+02 4.20000000e+00 8.31150000e+00 9.00000000e+02
9.00000000e+02 4.40000000e+00 8.19490000e+00 9.00000000e+02
1.00000000e+03 2.80000000e+00 9.34600000e+00 1.00000000e+03
1.00000000e+03 3.00000000e+00 9.19640000e+00 1.00000000e+03
1.00000000e+03 3.20000000e+00 9.06490000e+00 1.00000000e+03
1.00000000e+03 3.40000000e+00 8.93650000e+00 1.00000000e+03
1.00000000e+03 3.60000000e+00 8.81590000e+00 1.00000000e+03
1.00000000e+03 3.80000000e+00 8.68910000e+00 1.00000000e+03
1.00000000e+03 4.00000000e+00 8.56470000e+00 1.00000000e+03
1.00000000e+03 4.20000000e+00 8.43950000e+00 1.00000000e+03
1.00000000e+03 4.40000000e+00 8.33060000e+00 1.00000000e+03
1.10000000e+03 2.80000000e+00 9.47940000e+00 1.10000000e+03
1.10000000e+03 3.00000000e+00 9.33640000e+00 1.10000000e+03
1.10000000e+03 3.20000000e+00 9.21770000e+00 1.10000000e+03
1.10000000e+03 3.40000000e+00 9.08140000e+00 1.10000000e+03
1.10000000e+03 3.60000000e+00 8.95200000e+00 1.10000000e+03
1.10000000e+03 3.80000000e+00 8.82480000e+00 1.10000000e+03
1.10000000e+03 4.00000000e+00 8.69310000e+00 1.10000000e+03
1.10000000e+03 4.20000000e+00 8.58210000e+00 1.10000000e+03
1.10000000e+03 4.40000000e+00 8.45530000e+00 1.10000000e+03
1.20000000e+03 2.80000000e+00 9.64580000e+00 1.20000000e+03
1.20000000e+03 3.00000000e+00 9.50040000e+00 1.20000000e+03
1.20000000e+03 3.20000000e+00 9.33090000e+00 1.20000000e+03
1.20000000e+03 3.40000000e+00 9.21480000e+00 1.20000000e+03
1.20000000e+03 3.60000000e+00 9.09510000e+00 1.20000000e+03
1.20000000e+03 3.80000000e+00 8.96360000e+00 1.20000000e+03
1.20000000e+03 4.00000000e+00 8.83130000e+00 1.20000000e+03
1.20000000e+03 4.20000000e+00 8.70590000e+00 1.20000000e+03
1.20000000e+03 4.40000000e+00 8.59220000e+00 1.20000000e+03
1.30000000e+03 2.80000000e+00 9.78350000e+00 1.30000000e+03
1.30000000e+03 3.00000000e+00 9.61740000e+00 1.30000000e+03
1.30000000e+03 3.20000000e+00 9.50460000e+00 1.30000000e+03
1.30000000e+03 3.40000000e+00 9.34830000e+00 1.30000000e+03
1.30000000e+03 3.60000000e+00 9.21360000e+00 1.30000000e+03
1.30000000e+03 3.80000000e+00 9.10320000e+00 1.30000000e+03
1.30000000e+03 4.00000000e+00 8.96590000e+00 1.30000000e+03
1.30000000e+03 4.20000000e+00 8.82730000e+00 1.30000000e+03
1.30000000e+03 4.40000000e+00 8.71440000e+00 1.30000000e+03
1.40000000e+03 2.80000000e+00 9.97410000e+00 1.40000000e+03
1.40000000e+03 3.00000000e+00 9.78720000e+00 1.40000000e+03
1.40000000e+03 3.20000000e+00 9.65090000e+00 1.40000000e+03
1.40000000e+03 3.40000000e+00 9.48230000e+00 1.40000000e+03
1.40000000e+03 3.60000000e+00 9.37090000e+00 1.40000000e+03
1.40000000e+03 3.80000000e+00 9.20430000e+00 1.40000000e+03
1.40000000e+03 4.00000000e+00 9.09640000e+00 1.40000000e+03
1.40000000e+03 4.20000000e+00 8.97420000e+00 1.40000000e+03
1.40000000e+03 4.40000000e+00 8.82650000e+00 1.40000000e+03
